Id,Title,Year,ConferenceId,JournalId,Keyword
1295742,Investigation of ICRF coupling resistance in Alcator C-Mod Tokamak,2003,0,0,
1295824,Asparaginase entrapped in red blood cells: action and survival,1976,0,248,
1295930,Xenopus cadherins: The maternal pool comprises distinguishable members of the family,1994,0,7747,
1296448,A Support Tool for the Conceptual Phase of Design,1995,1474,0,
1296586,Model-Based Object Recognition by Geometric Hashing,1990,657,0,
1297465,La Comunicación en el debate sobre la diferencia y la diversidad cultural. Apuntes para una propuesta de investigación,0,0,0,
1297528,Mobilizable genomic islands: going mobile with oriT mimicry,2010,0,7516,
1297756,Exploiting Spatial Parallelism For Software-only Video Effects Processing,1999,0,0,
1298998,PREFACE Synchrotron Radiation in Polymer Science (SRPS 4),2010,0,16687,
1299029,The Cambridge Edition of the Works of Immanuel Kant,0,0,0,
1299184,[The State of Economic Science],1989,0,0,"economics,public choice,public economics"
1299455,,1997,0,3571,
1299465,Mariner 9 Science Experiments: Preliminary Results,1972,0,248,
1300932,Limits of Static Analysis for Malware Detection,2007,-1,0,
1301014,Sequence Matching of Images,1996,388,0,
1301373,The Public and Nanotechnology: How Citizens Make Sense of Emerging Technologies,2005,0,6855,
1301572,Cautious Induction: An Alternative to Clause-at-a Time Hypothesis Construction in Inductive Logic Programming,1999,0,184,"I(eywords: Machine Learning, Inductive Learning, Inductive Logic Pro- gramming, Cautious Induction."
1301897,"A Multidisciplinary Team Project for Electrical Engineering, Computer Engineering, and Computer Science Majors",0,0,0,
1302001,,0,0,0,
1302513,A differential game approach to investment in product differentiation,2002,0,4851,Differential games; R&D investment; Product differentiation; Spillovers
1302583,Image Processing on the Master Data Processor,1978,1283,0,
1302864,Linear-Time Optimal Augmentation for Componentwise Bipartite-Completeness of Graphs,1995,0,46,Design of algorithms; Analysis of algorithms; Combinatorial problems
1303165,"Structure of grafted polymers, investigated with neutron reflectometry",2000,0,8582,Grafted polymer; Scf polymer; Adsorption; Air–water interface
1303266,Modelling and validation of a gas engine heat pump working with R410A for cooling applications,2011,0,5101,Gas engine heat pump; Cooling applications; Modelling; R410A
1304140,Modeling and Simulation of Vector Control AC Motor Used by Electric Vehicle,2005,0,21711,
1304555,Foreign Speculators and Emerging Equity Markets,1997,0,0,
1304696,Recognizing changing seasonal patterns using artificial neural networks,1997,0,4862,C22
1305758,Source-oriented topology aggregation with multiple QoS parameters in hierarchical ATM networks,1999,111,0,"keywords: QoS-based routing, topology aggregation,"
1305889,Opportunistic Scheduling and Beamforming Schemes for MIMO-SDMA Downlink Systems with Linear Combining,0,0,0,
1306269,User Interfaces for Digital Libraries,2001,2185,0,"Keywords: User Interface, Digital Libraries, Information Visualization, Metaphor Graphics."
1306384,The canonical construction of mixed sheaves on mixed Shimura varieties,1994,0,0,
1306642,,1988,0,919,
1307385,A MODEL OF GROWTH THROUGH CREATIVE DESTRUCTION.,1989,0,0,economic models ; technological change ; economic growth
1310642,,1994,0,919,
1310776,Probabilistic Miss Equations: Evaluating Memory Hierarchy Performance,2003,0,18,
1311217,Measurement of D *± meson production and determination of F2^{cbar{c}} at low Q 2 in deep-inelastic scattering at HERA,2011,0,8396,
1311754,Intrusion-Tolerant System Design for Web Server Survivability,2003,1620,0,"Keywords: intrusion tolerance, survivability, web services."
1312361,Thermal Fluctuations in a Layer of Liquid CS2 Subjected to Temperature Gradients with and without the Influence of Gravity,2011,0,8570,
1312880,Hydroelectric power plant management relying on neural networks and expert system integration,2000,0,5237,Predictive maintenance; Neural networks; ART; LVQ; Power plants; Expert systems
1312949,Performance Engineering on the Basis of Performance Service Levels,2001,1467,0,
1313052,A haptic interface for the explorable virtual human,2003,1563,0,
1313422,Minimum Cost Data Aggregation with Localized Processing for Statistical Inference,2008,69,0,"Index Terms— Sensor networks, in-network processing and aggregation, statistical inference, cost minimization"
1314331,Peer Trust in Mobile Ad-hoc Communities,0,0,0,
1314510,Fast sound in a helium-neon mixture determined by neutron scattering,1989,0,8570,
1314519,NMR structural characterization of the CDK inhibitor p19 INK4d,1997,0,1601,p19; CDK inhibitor; Ankyrin repeat; INK4; Nuclear magnetic resonance
1315609,Effective Degrees of Freedom in Genetic Algorithms and the Block Hypothesis,1997,1091,0,
1316895,HIERARCHICAL SPATIAL REASONING APPLIED TO THE AUTOMATED DESIGN OF ADMINISTRATIVE BOUNDARIES USING GIS,2000,0,0,
1317186,Failures Semantics and Deadlocking of Modular Petri Nets,1988,158,0,
1317226,The consistency of 2^{aleph_{0}}> aleph_{omega} + I(aleph_{2})=I(aleph_{omega}),1996,0,0,Mathematics - Logic
1317228,Nanotechnology: the biology and engineering of tomorrow,2006,0,0,
1318151,Direct monitoring of photo-induced reactions on well-defined metal oxide surfaces using vibrational spectroscopy,2008,0,1959,
1318261,"Stress, Personal Relationships, and Immune Function: Health Implications",1999,0,7897,
1319431,,2006,0,9738,
1319990,Controlled redundancy in object bases: optimization methods for organizational data modelling,1993,736,0,
1320513,Aproposal to develop a new curriculum based on rapid prototyping technology for undergraduate hardware design courses,1989,0,0,
1320533,Low Complexity Maximum Likelihood Equalizers,1984,1073,0,
1320583,"Synthesis and characterization of hyper-branched polyimides from 2,4,6-triaminopyrimidine and dianhydrides system",2008,0,6888,Hyperbranched; Polyimide; Condensation polymerization
1320893,A comparison of procedures for the separation of aquatic bacteria from sediments for subsequent direct enumeration,1985,0,7493,
1320950,Determinants of Internal Labor Markets in Organizations,1984,0,0,
1322245,An Active Approach to Spoken Language Processing,0,0,769,
1322346,CatNet: Catallactic Mechanisms for Service Control and Resource Allocation in Large-Scale Application-Layer Networks,2002,557,0,
1323001,Histogram analysis of JPEG compressed images as an aid in image deblocking,1995,623,0,
1323071,Transmission of low energy ([lt]10 eV) O[sup +] ions through several monolayer thick rare gas films,1994,0,8570,
1323367,3He in stars of low and intermediate mass,1995,0,0,Key words: Stars: abundances - Stars: evolution - Stars: interior - ISM: abundances
1324404,Scaling and the design of miniaturized chemical-analysis systems,2006,0,912,
1324545,A bit-level systolic array for digital contour smoothing,1989,0,194,
1325068,,2006,0,2580,"Key words: advanced gastric cancer, Cetuximab, FOLFIRI regimen"
1325142,"An index to quantify an individual's scientific research valid across
  disciplines",2005,0,927,
1325594,Computing Specificity in Default Reasoning,0,0,0,
1325889,Computational studies on pterins and speculations on the mechanism of action of dihydrofolate reductase,1989,0,1452,
1326351,Towards the Automatic Control of Robot Assembly Tasks via Potential Functions,0,38,0,
1326864,Dinitrogen fixation in the world's oceans,2002,0,1465,"Key words: bacteria, biogeochemistry, climate, cyanobacteria, iron, nitrogen, oceanic N2 fixation, phosphorus, Trichodesmium"
1326943,"From Petri Nets to Polynomials: Modeling, Algorithms, and Complexity (Abstract) (Invited Talk)",2010,0,0,
1327336,DNA Damage-Induced Activation of p53 by the Checkpoint Kinase Chk2,2000,0,248,
1327362,Factors influencing the nucleation of silver on plastic substrates,1980,0,7015,
1327891,Identifying Faulty Modifications in Software Maintenance,1993,252,0,
1328071,Ontology and geographic kinds,1998,0,0,
1328468,"How Housing Busts End: Home Prices, User Cost, and Rigidities During Down Cycles",2009,0,0,Economics
1330344,Neurological localisation course for postgraduate candidates,2006,0,3851,
1330783,GJ 1214b and the prospects for liquid water on super Earths,2011,0,15029,"Stars: individual (GJ1214), planetary systems"
1331267,Monochromator-induced glitches in EXAFS data II. Test of the model for a pinhole sample,1994,0,5707,
1331544,,1997,0,3060,
1331638,Discovery of VHE gamma-rays from the BL Lacertae object PKS 0548-322,2010,0,11644,"gamma rays: observations, galaxies: active, BL Lacertae objects: individual: PKS 0548-322"
1331803,"The Role of Religiosity in Business 
and Consumer Ethics: A Review 
of the Literature",2009,0,4832,"KEY WORDS: business ethics, consumer ethics, religiosity"
1331945,The Protein Identifier Cross-Referencing (PICR) service: reconciling protein identifiers across multiple source databases,2007,0,804,
1332804,LearningState: An XML based course editor for online instruction,2000,484,0,
1333246,Using a cluster manager in a spatial database system,2001,730,0,
1334729,Molecular weight dependence of healing and brittle fracture in amorphous polymers above the entanglement molecular weight,1985,0,13164,
1334869,"Reset Put Options: Valuation, Risk Characteristics, and an Application",1999,0,4644,"OPTION VALUATION,RESET OPTIONS,GEARED EQUITY INVESTMENTS"
1335327,Augmenting virtual-reality environments with social-signal based music content,2011,3543,0,
1336126,"A Multi-Layered, XML-Based Approach to the Integration of Linguis- tic and Semantic Annotations",0,749,0,
1336440,Sequential formula translation,1960,0,209,
1336442,Stochastic simulation of 2.mu. multicopy plasmid amplification in yeast,1993,0,1518,
1336886,Crystallization in Thin Liquid Films Induced by Shear,2005,0,2169,
1338078,``Critical thickness'' of amorphous phase formation in binary diffusion couples,1989,0,8449,
1338158,Steady-state analysis of resonant switched capacitor DC-DC converter,2005,3655,0,
1338288,Distributed Fault Management over ATM Networks,1997,721,0,
1338675,"The Universal R-Matrix for the Jordanian Deformation of sl(2), and the Contracted Forms of so(4)",1996,0,8519,Mathematics - Quantum Algebra
1339266,Graded collector heterojunction bipolar transistor,1984,0,8359,
1341104,Systolic Algorithms for Local Operations on Images,1986,0,18,
1341126,Spectroscopy and Processing of Interstellar Ice Analogs,2006,0,0,
1341516,Efficient harmonic generation with large-mode-area fiber sources,1998,0,7945,
1341819,The Capacity for Culture,1980,0,248,
1342084,GIST: A Solver for Probabilistic Games,2010,0,299,
1342419,Microcomputer Playfulness: Stable or Dynamic Trait?,1997,0,311,
1342904,"Sinks in the Landscape, Boltzmann Brains, and the Cosmological Constant Problem1",0,0,0,
1343216,Perturbative Analysis of Dynamical Localisation,2002,0,0,
1343239,Discrete breathers in a two-dimensional Fermi–Pasta–Ulam lattice,2006,0,8490,
1344239,A Substellar Companion to van Maanen 2,2004,0,11654,"Astrometry, Stars: Binaries: General, Stars: Individual: Name: van Maanen 2, Stars: Low-Mass, Brown Dwarfs, Stars: White Dwarfs"
1344532,Perception is in the eye of the beholder,1995,1568,0,
1344776,Single crystal transducers for medical imaging applications,1999,2955,0,
1344912,Automating construction project quality assurance with RFID- and mobile technologies,2008,5058,0,
1344940,Comparison of observational and theoretical parameters for short-period Type II cepheid variables,0,0,0,
1345073,Colour Image Segmentation by Non-Parametric Density Estimation in Colour Space,2001,541,0,
1346505,The detection and representation of ambiguities of intension and description,1986,260,0,
1349187,Characterization of the Stages of Soil Resilience to Degradative Stresses: Erosion,0,0,0,
1350095,Interest-rate smoothing and optimal monetary policy: a review of recent empirical evidence,1999,0,19530,Interest rates ; Monetary policy
1350171,Transients in Jet Mixing of Fluids with Different Densities,1996,0,0,
1351130,The role of biodegradation and photo-oxidation in the transformation of terrigenous organic matter,2011,0,6508,
1351330,A Family of Questions1,2007,0,0,
1351441,Frame-sliced partitioned parallel signature files,1992,368,0,
1351471,Observation of a Very Energetic Cosmic Ray well beyond the Predicted 2.7K Cutoff in the Primary Energy Spectrum,0,0,0,
1352141,American and European Economics and Economists.,1993,0,0,
1352552,Orientationally Resolved Grain Size Distributions in Thin Films,1998,0,6902,
1352744,Geographic Concentration of Business Services Firms: A Poisson Sorting Model,2011,0,0,Sorting; Agglomeration Economies; Specialisation; Diversity; Heterogeneity; Semiparametric Estimation
1353683,Voltage controlled integrators/differentiators using current feedback amplifier,2003,4996,0,
1353933,Equilibrium in Sealed High Bid Auctions.,2000,0,5019,
1354543,Altered metabolism in cancer,2010,0,1522,
1354612,,0,0,0,
1354900,Tests of hypotheses arising in the correlated random coefficient model,2010,0,4695,Random coefficient models; Correlated random coefficient models; Instrumental variables
1355216,Continua and Umwelt: novel perspectives on viewing landscapes,2004,0,6143,
1355997,Feedbacks between fires and wind erosion in heterogeneous arid lands,2007,0,15256,"fire,soil erosion,desertification"
1356581,Optical performance monitoring techniques based on pilot tones for WDM network applications,2004,0,4566,
1356661,Tagging for improved semantic interpretation of XML,2010,572,0,interoperability|knowledge representation|metadata vocabularies|semantic web
1356860,Reusing Model Transformations While Preserving Properties,2009,0,0,
1357062,Effect of calcium removal on monoamine-elicited depressions of cultured tuberal neurons,1977,0,7992,
1358383,A senior course on logic process control based on Petri nets,1998,2294,0,
1359391,Enterokolitis nach Katheterjejunostomie,2007,0,3167,
1359718,xCrawl: a high-recall crawling method for Web mining,2010,0,151,Keywords Web mining · Information retrieval · Web crawling · Information extraction
1359991,Majorana fermions emerging from magnetic nanoparticles on a superconductor without spin-orbit coupling,2011,0,8566,"Proximity effects; Andreev effect; SN and SNS junctions, Mesoscopic and nanoscale systems, Magnetic impurity interactions"
1360957,Crystal structure of tubulin folding cofactor A from Arabidopsis thaliana and its β-tubulin binding characterization,2010,0,1601,Tubulin folding cofactor A (TFC A); β-Tubulin binding; Crystal structure; Arabidopsis
1361108,MMSE Based Greedy Antenna Selection Scheme for AF MIMO Relay Systems,2010,0,5329,AF; MIMO relay; MMSE; antenna selection
1361219,THE LOCALIZATION OF AUSTRALIA ANTIGEN BY IMMUNOFLUORESCENCE,1970,0,3577,
1361335,A SIFT Descriptor with Global Context,2005,838,0,
1361604,All-optical cw laser polarization conversion at 1.55 mum by two-beam coupling in nematic liquid crystal films,2002,0,8359,"Liquid crystals, Polarization, Birefringence, Phase conjugation; photorefractive and Kerr effects"
1361771,How Unexpected Events Produce An Escalation Of Cognitive And Coordinative Demands,2001,0,0,
1362327,Distributed Space-Time-Frequency Block Codes for Multiple-Access-Channel with Relaying,2007,3906,0,I. INTRODUCTION
1363429,An integrability condition with applications to utility theory and thermodynamics,1979,0,4906,
1363726,Adaptive Message Packing for Group Communication Systems,2003,1437,0,
1363947,Contrasting women's experiences in computer science at different institutions,2005,0,463,CS1|gender issues|success rates
1364768,Resolving The Northern Arm Sources at the Galactic Center,2003,0,0,
1365571,Principles and practices of EU external representation,2012,0,6377,
1365751,Funding local government: the third tier,2000,0,0,
1366386,Regions: an abstraction for expressing array computation,1999,300,0,
1366418,Magma Mingling: Evidence from Enclaves,0,0,0,
1366501,A Solution to Test Data Acquisition and Management,1986,101,0,
1367070,Singlet-triplet excitation spectrum of the CO-He complex. II. Photodissociation and bound-free CO(a 3Pi<--X 1Sigma+) transitions,2003,0,1957,
1368319,"An Effective Attendance Reward Policy that's Easy, Inexpensive",1990,0,18171,
1368498,Delineation of Late Onset Hypoventilation Associated with Hypothalamic Dysfunction Syndrome: ,2008,0,4084,
1368502,A simulation-based approach to software performance modeling,2003,0,485,"Keywords Software Performance Models, Discrete-Event Simulation, Unified Modeling Language (UML)."
1368607,Room Temperature Phosphorescence of 1-Bromo-4-(bromoacetyl)naphthalene Induced by Sodium Deoxycholate,2003,0,2352,"Sodium deoxycholate,1-Bromo-4-(bromoacetyl)naphthalene,Room temperature phosphorescence,Rigid environment,Polarization"
1369071,A new efficient chiral iridium catalyst for asymmetric transfer hydrogenation of ketones,2004,0,2151,Chiral ligand; Chiral iridium complex; Asymmetric transfer hydrogenation; Aromatic ketone; Chiral alcohol
1369077,,1979,0,6671,
1369430,Fuzzy Multi Criteria Evaluation for Performance of Bus Companies,2010,0,0,
1369861,Assessment of Endocarditis and Intracardiac Masses by TEE: ,2008,0,3338,
1370072,Performance testing of the Sandy Pond HVDC converter,1993,0,5358,
1370173,Impact of Highly Active Antiretroviral Therapy on CD4+ T Cells and Viral Load of Children with AIDS: A Population-Based Study,2004,0,6604,
1370499,,2010,0,0,
1373242,Diversity of knowledge-sourcing strategies for cross- disciplinarity in bionanotechnology,2006,0,0,
1373827,"Large Deviations Theory, Weak-Noise Asymptotics, And First-Passage Problems: Review And Results",0,0,0,
1373864,Stabilizing receding horizon control of nonlinear systems: a control Lyapunov function approach,1999,4293,0,
1374545,"Influence of temperature on microsporidia infections in a natural population of Simuliidae, Diptera",0,0,0,
1374798,"Asset monitoring in the service-oriented Internet of Things empowered
	smartgrid",2012,0,-1,
1375863,In situ measurements of soot formation in simple flames using small angle X-ray scattering,2005,0,5708,Soot; Flame; Particle size; Nucleation; Aggregation; SAXS
1376850,EnhancedTable: Supporting a Small Meeting in Ubiquitous and Augmented Environment,2004,1456,0,
1377056,Surface nanodeformation of discontinuously reinforced Ti composite by in situ atomic force microscope observation,2007,0,6845,
1378221,,2007,0,2938,Keywords Leflunomide.Maintenance therapy. Rituximab.Wegener'sgranulomatosis
1378814,Moult and plumage,2009,0,0,
1379510,Cortical mechanisms of pre-attentive auditory “Gating”,2001,0,407,
1380398,Process and Product Certification Arguments − Getting the Balance Right,0,0,775,"Keywords Software Safety, Safety Certification, Safety Argument, Safety Process."
1380537,Challenges in Business Process Analysis,2008,-1,0,
1380604,Catalyst failure analysis of a direct methanol fuel cell membrane electrode assembly,2008,0,5588,
1380918,Large-Scale Planning Under Uncertainty: A Survey,0,0,0,
1381750,,1992,0,7983,
1381805,A Modal Logic for Network Topologies,2000,116,0,
1382388,Electronic Polymerase Chain Reaction (EPCR) Search Algorithm,2002,604,0,
1382809,Persistent and Quasi-Persistent Lemmas in Propositional Model Elimination,2004,0,171,"Keywords: Modoc, Model Elimination, satisfiability, resolution, lemmas, refutation"
1384596,Geoenvironmental hazards cost estimation caused by traditional banks protection (In Persian),2010,0,0,
1385039,,2008,0,11644,
1385099,"Crystallization and preliminary X-ray crystallographic analysis of p24, a component of the potato nuclear factor PBF-2",2002,0,1850,
1385251,Cutting Aluminium Coils with High Length Variabilities,1993,0,0,
1387040,9Nature is the Realisation of the Simplest Conceivable Mathematical Ideas:: Einstein and the Canon of Mathematical Simplicity,0,0,0,Keywords: Einstein; Simplicity; Platonism; Relativity; Gravitation; Mathe- matics
1387790,V irtual Reality Interaction Techniques,1998,0,0,Keywords Virtual Reality; interfaces; 3D widgets; interaction.
1387949,Reconstruction of posterior mandibular defects with soft tissue using the rectus abdominis free flap,1998,0,2762,
1388001,Development of a Virtual Environment for Interactive Interrogation of Computational Mixing Data,2007,0,5566,
1388147,Rare Deletions at 16p13.11 Predispose to a Diverse Spectrum of Sporadic Epilepsy Syndromes,2010,0,7556,
1388346,"Effect of Sheath Curvature on Rayleigh-Taylor Mitigation in High-Velocity Uniform-Fill, Z-Pinch Implosions",1997,0,8570,
1389516,Diagnostik und Therapie der auditorischen Synaptopathie/Neuropathie,2006,0,3298,
1390988,Selectivity of Quercetin Inhibition on Stimulated Amylase Release in Rat Pancreatic Acini: ,1988,0,4061,
1391714,"Nox2, Ca2, and Protein Kinase C Play a Role in Angiotensin II-Induced Free Radical Production in Nucleus Tractus Solitarius",2010,0,0,Key Words: arterial hypertension baroreflex calcium channels oxidative stress blood pressure autonomic nervous system
1392343,High-density interconnect board design for wafer-level packaging,2011,0,5222,
1393126,Computational Geometry and the Analysis of Solids and Structures,0,0,0,
1393413,Comparison of impulse noise damage risk criteria using the chinchilla impulse noise exposures.,2010,0,8447,
1393794,Risk of congenital inguinal hernia in siblings: a record linkage study,1998,0,4054,
1394184,Richardson extrapolation in boundary value problems for differential equations with nonregular right-hand side,1994,0,7222,
1394496,Replica symmetry breaking in the random replicant model,1995,0,8490,
1395108,Selective Elimination of Human Regulatory T Lymphocytes In Vitro With the Recombinant Immunotoxin LMB-2: ,2006,0,6672,
1395283,Die Einsatzbereitschaft und Zuverlässigkeit von Systemen aus vielen Bauteilen,1969,0,87,
1398190,Monotone Games with Positive Spillovers,2001,0,4754,
1398301,Molecular beams and chemical dynamics at surfaces,2003,0,1965,
1399083,Translating Security Policy to Executable Code for Sandboxing Linux Kernel,2009,2685,0,Code Generator; Linux kernel; Sandboxing
1399142,Optimization of hybrid systems,2006,0,968,Dynamic optimization; Optimal mode sequences; Control parameterization
1399419,Scheduling with Advanced Process Control Constraints,0,0,0,
1399921,Evaluation of soil CO2 production and transport in Duke Forest using a process-based modeling approach,2004,0,6369,"Global Change: Biogeochemical processes (4805), Mathematical Geophysics: Modeling, Atmospheric Composition and Structure"
1400239,Color of kerogen as index of organic maturity,1977,0,0,
1400424,Redistributive taxation as social insurance,1980,0,4921,
1401235,Virus Removal by Biogenic Cerium,2010,0,6019,
1401479,Chemical and mineralogical controls on humic acid sorption to clay mineral surfaces,2005,0,6508,
1401670,A Complete Equational Axiomatization for MPA with String Iteration,1995,0,0,"Keywords and Phrases: Minimal Process Algebra, Kleene star, string iteration, equational logic, bisimulation equivalence."
1402085,Description Based Parsing in a Connectionist Network,1994,0,0,
1402283,Knowledge Discovery from Semistructured Texts,2002,892,0,
1402461,Recent progress in understanding the non-neuronal cholinergic system in humans,2007,0,1715,
1402758,The design and performance of planar magnetron sputtering cathodes,1987,0,7021,
1403684,"Magnetic Disturbances Due to the High-Altitude Nuclear Explosion of July 9, 1962",1964,0,15256,
1403813,Light-Weight Instrumentation From Relational Queries Over Program Traces ,0,0,0,b.y(); } } public class B { void y() { sleep(); } void sleep() { } }
1404012,Constructive Induction by Analogy,1989,35,0,
1404204,Modeling The Performance Budget - A Case Study,1995,580,0,
1404253,A treatment of the phase properties of GTEM to open-area test-site correlation techniques,1998,0,5346,
1405291,"Computers in Art an d Design Education — Past, Present and Future",0,0,0,
1405325,Peer e ects from alcohol use among college students,2001,0,0,
1405778,Interconnect-centric Array Architectures for Minimum SRAM Access Time,2001,15,0,
1406067,"R. A. Ackoff and S. Rovin, Beating The System, Using Creativity to Outsmart Bureaucracies, Berrett-Koehler Publishers",2006,0,828,
1406365,Identification of an Apoplastic Protein Involved in the Initial Phase of Salt Stress Response in Rice Root by,2009,0,0,
1406498,Slow Mortality Rate Accelerations During Aging in Some Animals Approximate That of Humans,1990,0,248,
1406724,Potential Benefits of Slowing the Gypsy Moth's Spread,0,0,0,
1406763,A P P L I C A T I O N D E T A I L S,0,0,0,
1407279,Oxidation and Devolatilization of Nitrogen in Coal Char,1982,0,5173,
1407422,A general framework for reasoning about contradictory information and some of its applications,1998,0,0,
1408707,In the Development and Evaluation of Specialized Processors for Computing High-Order 2-D Image Moments in Real-Time,2000,1832,0,"Keywords: High-order image moments, Pipeline archi- tectures, Systolic processing, Digital Signal Processors"
1410972,Extracting and Learning an Unknown Grammar with Recurrent Neural Networks,1991,187,0,
1411385,What happened in my network: mining network events from router syslogs,2010,2102,0,syslog|troubleshooting
1411777,Hyper-Chaining and Knowledge-Based Theorem Proving,1988,548,0,
1412354,An Unified Approach To Linear Differential Algebraic Equations And Their Adjoint Equations,2000,0,0,
1412658,The Massachusetts Health Care Revolution: A Local Start for Universal Access,2006,0,10598,
1413029,"Monolayer, multilayers, and wetting film of poly(phenylmethylsiloxane)",1989,0,2218,
1414107,Hydrodesulfurization of Dibenzothiophene on a CoMo/Al<sub>2</sub>O<sub>3</sub>Catalyst:  Reaction Network and Kinetics,1996,0,5383,
1414808,Face recognition by myopic baby neural networks,2001,0,9677,
1414872,Putting Frequencies in the Dictionary,1996,0,0,
1415024,Predicting Near-Road PM<sub>2.5</sub> Concentrations,2009,0,20567,
1415574,A Restamping Approach to Clock Recovery in MPEG-2 Systems Layer,1998,1073,0,
1416196,Fast Analytical Method for Pulsed Eddy Current Evaluation,0,0,0,
1416611,Verwaltungspolitische Anforderungen and die Bürokommunikation,1987,729,0,
1416770,Interactive Support for Method-Oriented Data Exploration (ISMODE),1983,0,236,
1418752,GALAXY-II: a reference architecture for conversational system development,1998,0,0,
1419571,A study of bridging defect probabilities on a Pentium (TM) 4 CPU,2001,101,0,
1420426,A Robust Approach to Segment Desired Object Based on Salient Colors,2008,0,17765,
1420711,Unboxed objects and polymorphic typing,1992,225,0,
1421408,Post irradiation effects (PIE) in integrated circuits [MOS],1991,4809,0,
1421979,Computing the similarity of two sequences with nested arc annotations,2004,0,269,
1422014,RESURF AlGaN/GaN HEMT for high voltage power switching,2001,0,5312,
1422113,Evidence for the occurrence of an enkephalin-like peptide in adrenaline and noradrenaline neurons of the rat medulla oblongata,1989,0,7950,
1422191,Climatic Influence of Sea Surface Temperature: Evidence of Substantial Precipitation Correlation and Predictability,2003,0,6424,
1422409,Robust fabrication of selective and reversible polymer coated carbon nanotube-based gas sensors,2010,0,5813,Nanotubes; Electropolymerization; Polymers; Sensors
1423112,Induction of T Cell Anergy T Cells Facilitate the + CD25 + CD4,0,0,0,
1423262,A comparison of the charge division and timing difference techniques in streamer mode,1986,0,5707,
1423399,"Preparation and upconversion luminescence of Y 2O 3:Yb 3+, Ho 3+ nanocrystalline powders coated with SiO 2",2009,0,6810,Y2O3; Coating; Upconversion luminescence
1423519,The importance of Grüneisen parameters in developing interatomic potentials,1997,0,8449,
1423759,Sirolimus-based immunosuppresive protocol for calcineurin sparing in liver transplantation,2002,0,4389,
1424158,"Estimation near ""Zero Information"" points: angle-of-arrival near the endfire",2007,0,5334,
1424400,Genetic Algorithm Optimization of a CPW-Fed On-Chip Slot Loop Antenna on Photonic Crystal Substrate Using Silicon Micromachining,2007,4811,0,Genetic Algorithm; Micromachining; Photonic Crystal Substrate; Silicon
1425093,The Template-Directed Synthesis of a Rigid Tetracationic Cyclophane Receptor,1991,0,2361,
1425427,"Assembly of Simulation Networks Using Designs, Plans, and Methods",1994,0,5504,
1425614,Identification of Chemical Entities in Patent Documents,2009,-1,0,"Keywords: Chemical Named Entity Recognition, Conditional Random Fields, Text Mining."
1426976,Side-Effects of Spironolactone Therapy in the Hirsute Woman,1988,0,3515,
1427332,"<i>RHESSI</i>Microflare Statistics. II. X‐Ray Imaging, Spectroscopy, and Energy Distributions",2008,0,11654,
1427562,Market Based Control of SCP Congestion in Intelligent Networks,1995,0,0,"Keywords: Congestion control, intelligent networks, distributed systems, intelligent agents, market based control."
1427916,I/O-Efficient Algorithms for Problems on Grid-based Terrains (Extended Abstract),2001,0,0,
1428330,Cooperative Robust Estimation Using Layers of Support,1995,0,25,
1428335,,1990,0,4684,
1428448,Positron emission tomography studies of the brain,1986,0,0,
1428910,,1986,0,1657,
1429489,Rewiring of Genetic Networks in Response to DNA Damage,2010,0,248,
1429495,On the Reliability of Nonlinear Modeling Using Enhanced Genetic Programming Techniques,2009,0,0,
1429592,"Growth patterns of Mytilopsis leucophaeata, an invasive biofouling bivalve in Europe",2006,0,8789,"Mytilopsis leucophaeata,growth,Westerschelde,temperature"
1429608,Plan-Based Program Understanding,0,0,0,
1430094,Fluctuation of Intracranial Pressure Associated with the Cardiac Cycle: ,1982,0,3976,
1430454,Daily changes in global cloud cover and Earth transits of the heliospheric current sheet,2004,0,15256,"global cloud cover,heliospheric current sheet,global atmospheric electric circuit"
1430708,Case 24272,1938,0,3918,
1432099,Leukotriene B4 Generation by Polymorphonuclear Leukocytes: Possible Involvement in the Pathogenesis of Headache,1986,0,3260,
1432167,Distances between languages and reflexivity of relations,2002,0,269,
1433498,On the capacity of cognitive relay assisted Gaussian interference channel,2008,4115,0,
1433715,psi(2S) Radiative Decay Measurements,2008,0,0,
1434823,Effect of different complex nutrients on neomycin production byStreptomyces fradiae H,1973,0,7465,
1435563,Coordinating Knowledge in Pervasive Environments,2007,488,0,
1436965,Speaker independent isolated word recognition for a 129-word airline vocabulary,1981,0,8447,
1437086,Environment for Three Dimensional Graphics User Interface Development,1994,1114,0,
1437642,An architecture for sensor-based navigation in realistic dynamic and troublesome scenarios,2004,2821,0,
1437805,Disclosure of Authors' Conflicts of Interest: A Follow-up,2000,0,3918,
1437821,Implementing a cooperative MAC protocol for wireless video multicast,2009,3059,0,"Index Terms: layered video coding, MAC, user cooperation, FEC, wireless video multicast"
1438114,Verification of Recipe-Based Control Procedures by Means of Predicate/Transition Nets,1994,303,0,
1438123,Exact expression for decoherence factor in the time-dependent generalized Cini model,2003,0,0,"Quantum optics, Coherent optical effects, Quantum detectors"
1438182,,2011,0,4130,
1438728,TRANSPAC and Emerging ISDN,1986,1076,0,
1438743,Architectural Issues in Mobile Augmented Reality Systems: A Prototyping Case Study,2001,304,0,
1439069,Transformation of layered aluminosilicates and gallosilicates with kanemite structure into mesoporous materials,2000,0,6841,
1439281,A new description of trellis codes,1984,0,433,
